,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
38,0.006252670288085937,0.007657927484526233,0.003118085861206055,0.006236171722412109,entropy,7,8,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 8}",0.7902097902097902,0.7552447552447552,0.7746478873239436,0.7323943661971831,0.795774647887324,0.7696542893725992,0.023348123320406703,47
39,0.008960247039794922,0.007356081724277183,0.003628969192504883,0.00607679048122248,entropy,7,10,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 10}",0.7972027972027972,0.7552447552447552,0.7816901408450704,0.7535211267605634,0.8028169014084507,0.7780951442923275,0.020568005698884208,40
40,0.009374761581420898,0.007654464343304374,0.0,0.0,entropy,9,2,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_split': 2}",0.7972027972027972,0.7902097902097902,0.7746478873239436,0.7394366197183099,0.8169014084507042,0.7836797005811091,0.02595466024248956,32
41,0.007481288909912109,0.006695719613809738,0.0015038013458251952,0.0030076026916503905,entropy,9,4,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_split': 4}",0.7832167832167832,0.7622377622377622,0.7816901408450704,0.7464788732394366,0.8098591549295775,0.776696542893726,0.021398001256208624,41
42,0.009377765655517577,0.0076569219868289,0.00020604133605957032,0.00041208267211914065,entropy,9,6,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_split': 6}",0.8041958041958042,0.7622377622377622,0.7887323943661971,0.7464788732394366,0.8098591549295775,0.7823007977937555,0.024355514621285553,35
43,0.006126213073730469,0.007505472326316166,0.0031324386596679687,0.006264877319335937,entropy,9,8,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_split': 8}",0.7902097902097902,0.7762237762237763,0.7816901408450704,0.7112676056338029,0.8098591549295775,0.7738500935684034,0.033310540917385945,44
44,0.0,0.0,0.007762479782104492,0.006984804501520769,entropy,9,10,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_split': 10}",0.7762237762237763,0.7762237762237763,0.7816901408450704,0.7253521126760564,0.8098591549295775,0.7738697921796514,0.02728164141164546,43
45,0.0,0.0,0.0032241344451904297,0.006448268890380859,entropy,11,2,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 2}",0.7762237762237763,0.7692307692307693,0.7816901408450704,0.7394366197183099,0.7887323943661971,0.7710627400768246,0.017060845407054423,45
46,0.003125619888305664,0.006251239776611328,0.003127717971801758,0.006255435943603516,entropy,11,4,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 4}",0.7762237762237763,0.7482517482517482,0.7887323943661971,0.7323943661971831,0.7887323943661971,0.7668669358810203,0.02270960273458707,49
47,0.006993293762207031,0.005455816746334658,0.0008026123046875,0.0009835149595713239,entropy,11,6,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 6}",0.7832167832167832,0.7552447552447552,0.7887323943661971,0.7183098591549296,0.795774647887324,0.7682556879739978,0.028510675955353375,48
48,0.0035585880279541014,0.0030341098219719004,0.0032737255096435547,0.00532501523932147,entropy,11,8,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 8}",0.7972027972027972,0.7622377622377622,0.7816901408450704,0.6971830985915493,0.8169014084507042,0.7710430414655767,0.04106947156125793,46
49,0.004040336608886719,0.0037587200464385575,0.004134035110473633,0.004051709022398847,entropy,11,10,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 10}",0.7762237762237763,0.7552447552447552,0.7816901408450704,0.704225352112676,0.795774647887324,0.7626317344627204,0.0319759038168621,50
